Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Plurality	Plurality Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Kings County, NY"	36047	Asian	A	Single	1	500 - 999 grams	2	2018	2018	17
	"Kings County, NY"	36047	Asian	A	Single	1	500 - 999 grams	2	2019	2019	17
	"Kings County, NY"	36047	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Kings County, NY"	36047	Asian	A	Single	1	500 - 999 grams	2	2021	2021	15
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	36
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	29
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	26
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	23
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	21
	"Kings County, NY"	36047	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	19
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	99
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	97
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	100
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	79
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	81
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	71
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	92
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	112
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	108
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	89
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	91
	"Kings County, NY"	36047	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	104
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Kings County, NY"	36047	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	58
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	41
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	37
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	36
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	31
	"Kings County, NY"	36047	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	33
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	72
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	66
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	70
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	57
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	56
	"Kings County, NY"	36047	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	57
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Monroe County, NY"	36055	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Monroe County, NY"	36055	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	22
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	18
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	18
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	28
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	15
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	18
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	20
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	20
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	21
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	32
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	27
	"Monroe County, NY"	36055	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	24
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Monroe County, NY"	36055	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	16
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	10
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	12
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	15
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	17
	"Monroe County, NY"	36055	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	17
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	14
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	26
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	23
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	18
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	17
	"Monroe County, NY"	36055	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	25
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Nassau County, NY"	36059	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	10
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	12
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Nassau County, NY"	36059	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	12
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	16
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	17
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	14
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	15
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	14
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	12
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	17
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	16
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	17
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	22
	"Nassau County, NY"	36059	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	18
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Nassau County, NY"	36059	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	25
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	28
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	12
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	23
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	18
	"Nassau County, NY"	36059	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	25
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	51
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	33
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	41
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	32
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	34
	"Nassau County, NY"	36059	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	30
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"New York County, NY"	36061	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	12
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"New York County, NY"	36061	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	24
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	29
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	30
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	25
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	24
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	500 - 999 grams	2	2021	2021	20
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2016	2016	21
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2017	2017	23
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2018	2018	27
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2019	2019	30
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2020	2020	29
	"New York County, NY"	36061	Black or African American	2054-5	Single	1	1000 - 1499 grams	3	2021	2021	17
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"New York County, NY"	36061	Native Hawaiian or Other Pacific Islander	NHOPI	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2016	2016	17
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2017	2017	26
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2018	2018	24
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2019	2019	26
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2020	2020	17
	"New York County, NY"	36061	White	2106-3	Single	1	500 - 999 grams	2	2021	2021	17
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2016	2016	23
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2017	2017	38
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2018	2018	40
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2019	2019	48
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2020	2020	34
	"New York County, NY"	36061	White	2106-3	Single	1	1000 - 1499 grams	3	2021	2021	32
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Niagara County, NY"	36063	American Indian or Alaska Native	1002-5	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2020	2020	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	500 - 999 grams	2	2021	2021	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2016	2016	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2017	2017	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2018	2018	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2019	2019	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2020	2020	Suppressed
	"Niagara County, NY"	36063	Asian	A	Single	1	1000 - 1499 grams	3	2021	2021	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Single	1	500 - 999 grams	2	2016	2016	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Single	1	500 - 999 grams	2	2017	2017	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Single	1	500 - 999 grams	2	2018	2018	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Single	1	500 - 999 grams	2	2019	2019	Suppressed
	"Niagara County, NY"	36063	Black or African American	2054-5	Single	1	500 - 999 grams	2	2020	2020	Suppressed
