Notes	County of Residence	County of Residence Code	Mother's Single Race 6	Mother's Single Race 6 Code	Mother's Hispanic Origin	Mother's Hispanic Origin Code	Infant Birth Weight 12	Infant Birth Weight 12 Code	Year	Year Code	Births
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	351
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	272
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	99
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Chautauqua County, NY"	36013	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	26
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	20
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	34
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	21
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	18
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	43
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	23
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	22
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	70
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	107
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	67
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	15
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	18
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	64
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	164
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	117
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	35
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	12
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	55
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	211
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	546
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	484
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	155
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	23
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Dutchess County, NY"	36027	White	2106-3	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	29
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	159
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	247
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	139
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	25
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Asian	A	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	21
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	60
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	35
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	17
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	25
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	34
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	132
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	463
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	688
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	355
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	67
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	2000 - 2499 grams	5	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	2500 - 2999 grams	6	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	3000 - 3499 grams	7	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	3500 - 3999 grams	8	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	4000 - 4499 grams	9	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	Black or African American	2054-5	Unknown or Not Stated	9	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	1000 - 1499 grams	3	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	1500 - 1999 grams	4	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	2000 - 2499 grams	5	2020	2020	25
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	2500 - 2999 grams	6	2020	2020	115
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	3000 - 3499 grams	7	2020	2020	229
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	3500 - 3999 grams	8	2020	2020	98
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	4000 - 4499 grams	9	2020	2020	31
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	4500 - 4999 grams	10	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Hispanic or Latino	2135-2	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	500 - 999 grams	2	2020	2020	15
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	1000 - 1499 grams	3	2020	2020	26
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	1500 - 1999 grams	4	2020	2020	42
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	2000 - 2499 grams	5	2020	2020	201
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	2500 - 2999 grams	6	2020	2020	867
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	3000 - 3499 grams	7	2020	2020	2180
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	3500 - 3999 grams	8	2020	2020	1738
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	4000 - 4499 grams	9	2020	2020	525
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	4500 - 4999 grams	10	2020	2020	63
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	5000 - 8165 grams	11	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Not Hispanic or Latino	2186-5	Unknown or Not Stated	12	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Unknown or Not Stated	9	499 grams or less	1	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Unknown or Not Stated	9	500 - 999 grams	2	2020	2020	Suppressed
	"Erie County, NY"	36029	White	2106-3	Unknown or Not Stated	9	1000 - 1499 grams	3	2020	2020	Suppressed
