"Name","Live Births to Mothers on Medicaid"
"Description","The percentage of births to mothers on Medicaid.&nbsp;"
"Source Notes","New York City Department of Health and Mental Hygiene, Bureau of Vital Statistics, Summary of Vital Statistics (2000-2019); retrieved from&nbsp;<a href=""https://www1.nyc.gov/site/doh/data/data-publications/periodic-publications.page"" target=""_blank"">https://www1.nyc.gov/site/doh/data/data-publications/periodic-publications.page</a>.<a href=""https://www1.nyc.gov/assets/doh/downloads/pdf/vs/2017sum.pdf"" target=""_blank""></a><a href=""https://www1.nyc.gov/site/doh/data/vital-statistics/vital-statistics-summary.page"" target=""_blank""></a>"
"Notes","Since 2008 ""On Medicaid"" also includes Family Health Plus, Other government, and Child Health Plus B."

Location,TimeFrame,DataFormat,Data,Fips
Flatbush/Midwood,2013,Percent,0.655,314
Flatbush/Midwood,2014,Percent,0.669,314
Flatbush/Midwood,2015,Percent,0.683,314
Flatbush/Midwood,2016,Percent,0.665,314
Flatbush/Midwood,2019,Percent,0.634,314
Flatbush/Midwood,2018,Percent,0.645,314
Sheepshead Bay,2018,Percent,0.609,315
Sheepshead Bay,2019,Percent,0.593,315
Sheepshead Bay,2016,Percent,0.59,315
Sheepshead Bay,2015,Percent,0.596,315
Sheepshead Bay,2014,Percent,0.575,315
Sheepshead Bay,2013,Percent,0.561,315
Sheepshead Bay,2012,Percent,0.575,315
Sheepshead Bay,2011,Percent,0.545,315
Sheepshead Bay,2010,Percent,0.585,315
Sheepshead Bay,2009,Percent,0.529,315
Sheepshead Bay,2017,Percent,0.591,315
Sheepshead Bay,2008,Percent,0.515,315
Sheepshead Bay,2007,Percent,0.461,315
Sheepshead Bay,2006,Percent,0.443,315
Sheepshead Bay,2005,Percent,0.386,315
Brownsville,2005,Percent,0.791,316
Brownsville,2006,Percent,0.782,316
Brownsville,2007,Percent,0.812,316
Brownsville,2008,Percent,0.808,316
Brownsville,2017,Percent,0.807,316
Brownsville,2009,Percent,0.833,316
Brownsville,2010,Percent,0.816,316
Brownsville,2011,Percent,0.834,316
Brownsville,2012,Percent,0.842,316
Brownsville,2013,Percent,0.821,316
Brownsville,2014,Percent,0.804,316
Brownsville,2015,Percent,0.786,316
Brownsville,2016,Percent,0.801,316
Brownsville,2019,Percent,0.78,316
Brownsville,2018,Percent,0.816,316
East Flatbush,2018,Percent,0.706,317
East Flatbush,2019,Percent,0.699,317
East Flatbush,2016,Percent,0.716,317
East Flatbush,2015,Percent,0.748,317
East Flatbush,2014,Percent,0.746,317
East Flatbush,2013,Percent,0.722,317
East Flatbush,2012,Percent,0.751,317
East Flatbush,2011,Percent,0.756,317
East Flatbush,2010,Percent,0.747,317
East Flatbush,2009,Percent,0.77,317
East Flatbush,2017,Percent,0.713,317
East Flatbush,2008,Percent,0.724,317
East Flatbush,2007,Percent,0.713,317
East Flatbush,2006,Percent,0.704,317
East Flatbush,2005,Percent,0.673,317
Canarsie,2005,Percent,0.437,318
Canarsie,2006,Percent,0.49,318
Canarsie,2007,Percent,0.491,318
Canarsie,2008,Percent,0.536,318
Canarsie,2017,Percent,0.597,318
Canarsie,2009,Percent,0.586,318
Canarsie,2010,Percent,0.587,318
Canarsie,2011,Percent,0.581,318
Canarsie,2012,Percent,0.548,318
Canarsie,2013,Percent,0.549,318
Canarsie,2014,Percent,0.576,318
Canarsie,2015,Percent,0.577,318
Canarsie,2016,Percent,0.579,318
Canarsie,2019,Percent,0.572,318
Canarsie,2018,Percent,0.568,318
Queens,2018,Percent,0.636,36081
Queens,2007,Percent,0.556,36081
Queens,2008,Percent,0.648,36081
Queens,2009,Percent,0.656,36081
Queens,2010,Percent,0.673,36081
Queens,2005,Percent,0.584,36081
Queens,2006,Percent,0.567,36081
Queens,2017,Percent,0.657,36081
Queens,2011,Percent,0.668,36081
Queens,2012,Percent,0.665,36081
Queens,2013,Percent,0.66,36081
Queens,2014,Percent,0.664,36081
Queens,2015,Percent,0.665,36081
Queens,2019,Percent,0.629,36081
Queens,2016,Percent,0.645,36081
Astoria,2017,Percent,0.486,401
Astoria,2008,Percent,0.575,401
Astoria,2007,Percent,0.559,401
Astoria,2006,Percent,0.567,401
Astoria,2005,Percent,0.622,401
Astoria,2019,Percent,0.434,401
Astoria,2018,Percent,0.47,401
Astoria,2016,Percent,0.483,401
Astoria,2015,Percent,0.519,401
Astoria,2014,Percent,0.513,401
Astoria,2013,Percent,0.516,401
Astoria,2012,Percent,0.561,401
Astoria,2011,Percent,0.545,401
Astoria,2010,Percent,0.589,401
Astoria,2009,Percent,0.584,401
Sunnyside/Woodside,2009,Percent,0.621,402
Sunnyside/Woodside,2010,Percent,0.603,402
Sunnyside/Woodside,2011,Percent,0.602,402
Sunnyside/Woodside,2012,Percent,0.568,402
Sunnyside/Woodside,2013,Percent,0.549,402
Sunnyside/Woodside,2014,Percent,0.503,402
Sunnyside/Woodside,2015,Percent,0.485,402
Sunnyside/Woodside,2016,Percent,0.462,402
Sunnyside/Woodside,2018,Percent,0.44,402
Sunnyside/Woodside,2019,Percent,0.413,402
Sunnyside/Woodside,2005,Percent,0.689,402
Sunnyside/Woodside,2006,Percent,0.667,402
Sunnyside/Woodside,2007,Percent,0.62,402
Sunnyside/Woodside,2008,Percent,0.63,402
Sunnyside/Woodside,2017,Percent,0.48,402
Jackson Heights,2017,Percent,0.801,403
Jackson Heights,2008,Percent,0.822,403
Jackson Heights,2007,Percent,0.736,403
Jackson Heights,2006,Percent,0.77,403
Jackson Heights,2005,Percent,0.807,403
Jackson Heights,2019,Percent,0.741,403
Jackson Heights,2018,Percent,0.788,403
Jackson Heights,2016,Percent,0.814,403
Jackson Heights,2015,Percent,0.829,403
Jackson Heights,2014,Percent,0.828,403
Jackson Heights,2013,Percent,0.83,403
Jackson Heights,2012,Percent,0.828,403
Jackson Heights,2011,Percent,0.831,403
Jackson Heights,2010,Percent,0.839,403
Jackson Heights,2009,Percent,0.823,403
Elmhurst/Corona,2009,Percent,0.845,404
Elmhurst/Corona,2010,Percent,0.862,404
Elmhurst/Corona,2011,Percent,0.85,404
Elmhurst/Corona,2012,Percent,0.839,404
Elmhurst/Corona,2013,Percent,0.853,404
Elmhurst/Corona,2014,Percent,0.85,404
Elmhurst/Corona,2015,Percent,0.839,404
Elmhurst/Corona,2016,Percent,0.833,404
Elmhurst/Corona,2018,Percent,0.829,404
Elmhurst/Corona,2019,Percent,0.79,404
Elmhurst/Corona,2005,Percent,0.817,404
Elmhurst/Corona,2006,Percent,0.773,404
Elmhurst/Corona,2007,Percent,0.759,404
Elmhurst/Corona,2008,Percent,0.833,404
Elmhurst/Corona,2017,Percent,0.841,404
Ridgewood/Glendale,2017,Percent,0.609,405
Ridgewood/Glendale,2008,Percent,0.578,405
Ridgewood/Glendale,2007,Percent,0.565,405
Ridgewood/Glendale,2006,Percent,0.542,405
Ridgewood/Glendale,2005,Percent,0.531,405
Ridgewood/Glendale,2019,Percent,0.573,405
Ridgewood/Glendale,2018,Percent,0.587,405
Ridgewood/Glendale,2016,Percent,0.59,405
Ridgewood/Glendale,2015,Percent,0.624,405
Ridgewood/Glendale,2014,Percent,0.629,405
Ridgewood/Glendale,2013,Percent,0.628,405
Ridgewood/Glendale,2012,Percent,0.625,405
Ridgewood/Glendale,2011,Percent,0.62,405
Ridgewood/Glendale,2010,Percent,0.626,405
Ridgewood/Glendale,2009,Percent,0.591,405
Rego Park/Forest Hills,2009,Percent,0.295,406
Rego Park/Forest Hills,2010,Percent,0.343,406
Rego Park/Forest Hills,2011,Percent,0.33,406
Rego Park/Forest Hills,2012,Percent,0.304,406
Rego Park/Forest Hills,2013,Percent,0.326,406
Rego Park/Forest Hills,2014,Percent,0.357,406
Rego Park/Forest Hills,2015,Percent,0.385,406
Rego Park/Forest Hills,2016,Percent,0.348,406
Rego Park/Forest Hills,2018,Percent,0.372,406
Rego Park/Forest Hills,2019,Percent,0.364,406
Rego Park/Forest Hills,2005,Percent,0.296,406
Rego Park/Forest Hills,2006,Percent,0.285,406
Rego Park/Forest Hills,2007,Percent,0.267,406
Rego Park/Forest Hills,2008,Percent,0.287,406
Rego Park/Forest Hills,2017,Percent,0.357,406
Flushing,2017,Percent,0.762,407
Flushing,2008,Percent,0.666,407
Flushing,2007,Percent,0.531,407
Flushing,2006,Percent,0.526,407
Flushing,2005,Percent,0.639,407
Flushing,2019,Percent,0.765,407
Flushing,2018,Percent,0.746,407
Flushing,2016,Percent,0.75,407
Flushing,2015,Percent,0.756,407
Flushing,2014,Percent,0.756,407
Flushing,2013,Percent,0.737,407
Flushing,2012,Percent,0.731,407
Flushing,2011,Percent,0.719,407
Flushing,2010,Percent,0.701,407
Flushing,2009,Percent,0.659,407
Fresh Meadows/Briarwood,2009,Percent,0.523,408
Fresh Meadows/Briarwood,2010,Percent,0.553,408
Fresh Meadows/Briarwood,2011,Percent,0.557,408
Fresh Meadows/Briarwood,2012,Percent,0.542,408
Fresh Meadows/Briarwood,2013,Percent,0.553,408
Fresh Meadows/Briarwood,2014,Percent,0.554,408
Fresh Meadows/Briarwood,2015,Percent,0.6,408
Fresh Meadows/Briarwood,2016,Percent,0.596,408
Fresh Meadows/Briarwood,2018,Percent,0.562,408
Fresh Meadows/Briarwood,2019,Percent,0.609,408
Fresh Meadows/Briarwood,2005,Percent,0.457,408
Fresh Meadows/Briarwood,2006,Percent,0.44,408
Fresh Meadows/Briarwood,2007,Percent,0.468,408
Fresh Meadows/Briarwood,2008,Percent,0.501,408
Fresh Meadows/Briarwood,2017,Percent,0.598,408
Woodhaven,2017,Percent,0.73,409
Woodhaven,2008,Percent,0.692,409
Woodhaven,2007,Percent,0.457,409
Woodhaven,2006,Percent,0.461,409
Woodhaven,2005,Percent,0.429,409
Woodhaven,2019,Percent,0.707,409
Woodhaven,2018,Percent,0.702,409
Woodhaven,2016,Percent,0.698,409
Woodhaven,2015,Percent,0.692,409
Woodhaven,2014,Percent,0.722,409
Woodhaven,2013,Percent,0.691,409
Woodhaven,2012,Percent,0.698,409
Woodhaven,2011,Percent,0.699,409
Woodhaven,2010,Percent,0.715,409
Woodhaven,2009,Percent,0.681,409
Howard Beach,2009,Percent,0.619,410
Howard Beach,2010,Percent,0.633,410
Howard Beach,2011,Percent,0.659,410
Howard Beach,2012,Percent,0.643,410
Howard Beach,2013,Percent,0.639,410
Howard Beach,2014,Percent,0.641,410
Howard Beach,2015,Percent,0.666,410
Howard Beach,2016,Percent,0.618,410
Howard Beach,2018,Percent,0.623,410
Howard Beach,2019,Percent,0.65,410
Howard Beach,2005,Percent,0.435,410
Howard Beach,2006,Percent,0.454,410
Howard Beach,2007,Percent,0.452,410
Howard Beach,2008,Percent,0.616,410
Howard Beach,2017,Percent,0.644,410
Bayside,2017,Percent,0.489,411
Bayside,2008,Percent,0.391,411
Bayside,2007,Percent,0.302,411
Bayside,2006,Percent,0.29,411
Bayside,2005,Percent,0.337,411
Bayside,2019,Percent,0.484,411
Bayside,2018,Percent,0.5,411
Bayside,2016,Percent,0.516,411
Bayside,2015,Percent,0.462,411
Bayside,2014,Percent,0.468,411
Bayside,2013,Percent,0.425,411
Bayside,2012,Percent,0.404,411
Bayside,2011,Percent,0.449,411
Bayside,2010,Percent,0.442,411
Bayside,2009,Percent,0.4,411
Jamaica/St. Albans,2009,Percent,0.724,412
Jamaica/St. Albans,2010,Percent,0.732,412
Jamaica/St. Albans,2011,Percent,0.746,412
Jamaica/St. Albans,2012,Percent,0.754,412
Jamaica/St. Albans,2013,Percent,0.736,412
Jamaica/St. Albans,2014,Percent,0.745,412
Jamaica/St. Albans,2015,Percent,0.723,412
Jamaica/St. Albans,2016,Percent,0.693,412
Jamaica/St. Albans,2018,Percent,0.702,412
Jamaica/St. Albans,2019,Percent,0.701,412
Jamaica/St. Albans,2005,Percent,0.549,412
Jamaica/St. Albans,2006,Percent,0.572,412
Jamaica/St. Albans,2007,Percent,0.541,412
Jamaica/St. Albans,2008,Percent,0.715,412
Jamaica/St. Albans,2017,Percent,0.734,412
Queens Village,2017,Percent,0.596,413
Queens Village,2008,Percent,0.578,413
Queens Village,2007,Percent,0.486,413
Queens Village,2006,Percent,0.482,413
Queens Village,2005,Percent,0.482,413
Queens Village,2019,Percent,0.603,413
Queens Village,2018,Percent,0.591,413
Queens Village,2016,Percent,0.592,413
Queens Village,2015,Percent,0.596,413
Queens Village,2014,Percent,0.598,413
Queens Village,2013,Percent,0.584,413
Queens Village,2012,Percent,0.593,413
Queens Village,2011,Percent,0.582,413
Queens Village,2010,Percent,0.595,413
Queens Village,2009,Percent,0.607,413
The Rockaways,2009,Percent,0.681,414
The Rockaways,2010,Percent,0.685,414
The Rockaways,2011,Percent,0.684,414
The Rockaways,2012,Percent,0.669,414
The Rockaways,2013,Percent,0.692,414
The Rockaways,2014,Percent,0.683,414
The Rockaways,2015,Percent,0.692,414
The Rockaways,2016,Percent,0.663,414
The Rockaways,2018,Percent,0.691,414
The Rockaways,2019,Percent,0.65,414
The Rockaways,2005,Percent,0.593,414
The Rockaways,2006,Percent,0.637,414
The Rockaways,2007,Percent,0.601,414
The Rockaways,2008,Percent,0.665,414
The Rockaways,2017,Percent,0.651,414
Staten Island,2017,Percent,0.444,36085
Staten Island,2006,Percent,0.33,36085
Staten Island,2005,Percent,0.317,36085
Staten Island,2010,Percent,0.43,36085
Staten Island,2009,Percent,0.417,36085
Staten Island,2008,Percent,0.399,36085
Staten Island,2007,Percent,0.342,36085
Staten Island,2016,Percent,0.438,36085
Staten Island,2019,Percent,0.446,36085
Staten Island,2015,Percent,0.452,36085
Staten Island,2014,Percent,0.439,36085
Staten Island,2013,Percent,0.41,36085
Staten Island,2012,Percent,0.43,36085
Staten Island,2011,Percent,0.417,36085
Staten Island,2018,Percent,0.458,36085
St. George,2018,Percent,0.581,501
St. George,2019,Percent,0.577,501
St. George,2016,Percent,0.593,501
St. George,2015,Percent,0.606,501
St. George,2014,Percent,0.601,501
St. George,2013,Percent,0.564,501
St. George,2012,Percent,0.574,501
St. George,2011,Percent,0.576,501
St. George,2010,Percent,0.58,501
St. George,2009,Percent,0.569,501
St. George,2017,Percent,0.57,501
St. George,2008,Percent,0.552,501
St. George,2007,Percent,0.51,501
St. George,2006,Percent,0.502,501
St. George,2005,Percent,0.468,501
South Beach,2005,Percent,0.29,502
South Beach,2006,Percent,0.28,502
South Beach,2007,Percent,0.287,502
South Beach,2008,Percent,0.367,502
South Beach,2017,Percent,0.457,502
South Beach,2009,Percent,0.378,502
South Beach,2010,Percent,0.402,502
South Beach,2011,Percent,0.372,502
South Beach,2012,Percent,0.401,502
South Beach,2013,Percent,0.378,502
South Beach,2014,Percent,0.409,502
South Beach,2015,Percent,0.427,502
South Beach,2016,Percent,0.422,502
South Beach,2019,Percent,0.463,502
South Beach,2018,Percent,0.497,502
Tottenville,2018,Percent,0.243,503
Tottenville,2019,Percent,0.257,503
Tottenville,2016,Percent,0.23,503
Tottenville,2015,Percent,0.221,503
Tottenville,2014,Percent,0.24,503
Tottenville,2013,Percent,0.204,503
Tottenville,2012,Percent,0.218,503
Tottenville,2011,Percent,0.215,503
Tottenville,2010,Percent,0.212,503
Tottenville,2009,Percent,0.211,503
Tottenville,2017,Percent,0.251,503
Tottenville,2008,Percent,0.192,503
Tottenville,2007,Percent,0.149,503
Tottenville,2006,Percent,0.121,503
Tottenville,2005,Percent,0.124,503
